,lat,lon,region,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,47.23739,-68.58264,1,1.69915450753356,3.12667898699521,1.97155451060917,0.63055865946247,250.31,21.64152,0.9063,4.1673039455613,1.24840792462702,27.8418272885233,0.461148751156712
1,44.60797,-67.93524,1,2.17306214800791,3.60812594113621,2.11925594798084,0.587356423405076,92.68,17.79072,0.9232,4.87139243857226,1.49184551626462,59.3901561620653,0.415905486478906
2,45.50097,-68.30596,1,1.82010754402741,3.2744052019165,2.04359356605065,0.624111385131731,143.8,12.79195,0.8782,4.68519971859885,1.46136319457164,32.2354584281651,0.459090984473127
3,45.17501,-69.3147,1,2.03024228022694,3.5229568788501,2.07132369609856,0.587950340389816,247.8,29.56035,0.9548,4.90325937325786,1.27904687474352,35.2690304364436,0.450235950413386
4,44.8692,-69.9551,1,2.18286957464999,3.32314579055441,2.09002387405886,0.628929335570973,310.38,49.92122,0.9906,5.08681076518099,1.39277854918445,55.1631334746983,0.422748958879878
5,44.87739,-71.05749,1,2.40510460354471,3.73085831622177,2.09642323066393,0.561914458543945,615.7,60.05183,1.0,4.80082996154371,1.49480743438006,30.5576662241128,0.452325651168738
6,44.39044,-70.97964,1,2.73174157104064,4.06713210130048,2.12835505817933,0.523306104932953,472.31,90.13951,1.0,5.01982728305181,1.47744219768239,58.3761691803075,0.418460872964329
7,44.64275,-70.58878,1,2.27989748102746,3.49418343600274,2.09323529089665,0.599062793707035,423.12,72.81304,0.9916,5.03003298656618,1.36965658300731,53.8620110912704,0.424025868403635
8,44.30399,-70.53968,1,1.82355060658392,3.57049965776865,2.13274377823409,0.597323619284961,215.59,32.68445,0.9415,5.36294869870711,1.50000001490116,69.0067380924153,0.404117932867977
9,43.1487,-70.96506,1,1.70319404184962,3.50302532511978,2.20761571526352,0.63020261356176,37.67,4.75043,0.9008,4.94394974332569,1.30561961742887,56.5709613142528,0.416396539872731
10,43.56646,-71.74786,1,1.75580345695999,3.56288843258042,2.18414457221081,0.613026372714384,346.92,49.77182,0.9873,5.39168713701902,1.50000001490116,69.1574064409555,0.403892619500314
11,41.47482,-71.83424,1,2.12957506957608,3.89743052703628,2.31003697467488,0.592707672054773,36.7,8.76539,0.933,5.58212061247045,1.50000001490116,60.6078418148624,0.414290145888641
12,41.84371,-72.16897,1,1.95834061234616,3.71959069130732,2.30140843258042,0.618726258767883,141.54,16.99385,0.9652,5.43468511944551,1.50000001490116,55.8139475319881,0.417270230351995
13,41.67177,-72.0523,1,1.73733529181831,3.82424229979466,2.30633352498289,0.603082478614581,120.1,17.14893,0.9141,5.40309665265931,1.50000001490116,52.7468947865066,0.417122770109298
14,44.51172,-71.83731,1,2.07757923836699,3.46741273100616,2.09169808350445,0.603244622366455,450.54,47.54354,0.9963,4.93055038386039,1.14385999555658,42.585993241047,0.439227361371545
15,44.26867,-71.63036,1,2.3794633685719,3.9841916495551,2.14404598220397,0.538138265121706,784.85,110.13062,0.9972,4.54146770171728,1.19808425077142,53.8005834166379,0.41981868228738
16,44.15034,-72.06509,1,1.69747269579546,3.13454757015743,2.11398028747433,0.674413209612946,373.34,43.10796,0.9737,5.06947386160055,1.35169263423423,44.4566152734926,0.436952792160113
17,44.09284,-72.33565,1,1.81168277221839,3.30351540041068,2.12718533880903,0.643915671936808,518.15,40.99895,1.0,5.21312584249278,1.23022325518943,45.3148045496031,0.435806652503648
18,43.93451,-72.65788,1,1.72301645760942,3.31467077344285,2.1470467761807,0.647740582076158,346.62,46.92575,0.9799,4.88629199056056,1.45600442402445,43.4065961376093,0.438020360313839
19,43.71424,-72.41815,1,1.85875508846547,3.42085968514716,2.15774034223135,0.630759674709817,459.8,60.29261,0.9813,5.16403445079923,1.34878670352828,44.9595193026269,0.436028932200058
20,42.68259,-72.11508,1,1.83588141865845,3.78353456536619,2.25749036276523,0.596661752063771,310.07,18.45782,0.9663,5.40268168381068,1.50000001490116,65.4867640996225,0.408761833410903
21,42.63842,-72.72509,1,2.23696271563506,3.92116632443532,2.25251653661875,0.574450648160949,374.89,49.54362,0.997,5.37812605705176,1.20318189296772,42.5077621045419,0.439941194635489
22,42.70342,-72.67065,1,2.17176080461246,3.89458179329227,2.24278746064339,0.575873759926214,325.71,49.33091,0.997,5.38406386884322,1.1863253778226,48.4324114961631,0.43189476826117
23,42.23731,-72.89565,1,2.15142536361089,3.81502395619439,2.26609874058864,0.593993318681319,417.93,33.2844,0.9944,5.38599001070863,1.18501607751816,47.7674734047311,0.432354819710337
24,42.03732,-72.93899,1,2.00228137045886,3.95060780287474,2.28059778234086,0.57727769906224,309.1,38.2676,0.9932,5.39719898479503,1.23968151629574,47.0129917291682,0.433983213617274
25,41.30593,-72.5312,1,1.62235378157824,3.68248186173854,2.35399319644079,0.639240948040801,19.17,7.9307,0.9171,5.46957947079099,1.50000001490116,58.8884757244372,0.417038234574375
26,42.70897,-73.19677,2,2.06808960800025,3.7046392881588,2.21271838466804,0.597283085492449,485.91,74.78725,0.9844,5.01056216819435,0.894269489171616,38.4417293349591,0.445119707829219
27,42.31953,-74.43654,2,2.10751838898456,3.86979603011636,2.24600206707734,0.580392881071257,612.78,88.25169,0.9966,5.05258398023143,1.05607186551288,33.1546808168961,0.453190113888719
28,42.37703,-74.41292,2,1.53457849767968,3.49282546201232,2.23903277207392,0.641037691812962,587.35,60.00338,0.994,5.01333725823479,1.21108118793857,33.3490780009397,0.451886962988956
29,42.42897,-74.47293,2,1.49965270356878,3.50142231348392,2.24050105407255,0.639883125621386,579.74,61.8248,0.991,5.04595847858574,0.91448527617137,22.7809714105151,0.461823179669363
30,41.86648,-74.4871,2,2.71921109259339,4.21143600273785,2.30295430527036,0.546833503767649,465.17,51.87268,1.0,5.24005393494721,0.692277988322943,26.2184820413834,0.462963030505816
31,39.30694,-74.82056,2,1.18818599133716,3.17544969199179,2.53494392881588,0.79829446997973,15.25,2.0326,0.8487,5.35399905495326,1.50000001490116,39.6893379738633,0.407869629938718
32,42.14481,-74.65349,2,1.95934007072571,3.83254620123203,2.23476543463381,0.583102020770268,724.51,69.6517,0.9974,4.86205556802992,0.917915249115319,31.4215726045375,0.454590907762303
33,42.1062,-74.73043,2,2.23957781138062,3.97997125256674,2.22974611909651,0.560241764977201,775.58,59.57585,1.0,5.08983865346723,0.723805924691823,25.0559054256042,0.462187414140568
34,42.12009,-74.81849,2,1.80987808224174,3.77312251882272,2.23751144421629,0.593013196113873,604.34,64.53263,1.0,4.76484873051693,0.951826103437195,31.3006284598339,0.454943729173399
35,42.1662,-75.13989,2,1.84068784696944,3.70376043805613,2.22675995893224,0.601215979319906,593.67,49.86765,0.9854,4.3277191743789,1.0759454637435,35.5486953158498,0.449091906930583
36,41.99537,-74.50099,2,2.81643958208618,4.43700205338809,2.27243437371663,0.512155357688285,729.33,59.4071,1.0,5.14314734778216,0.666170913370351,25.0755053553349,0.464777927460025
37,41.89009,-74.58988,2,2.96731545763314,4.31765366187543,2.29707295003422,0.532018806954623,560.05,54.94492,1.0,5.20312035942056,0.738995256754289,28.2503429567802,0.459799234474444
38,41.08815,-75.03767,2,2.02736445037383,3.68325804243669,2.34455796030116,0.636544584519553,307.06,22.25987,0.997,5.1738784167396,1.50000001490116,40.9731798682243,0.441740259463183
39,41.10667,-74.95222,2,1.79709074453516,3.5498932238193,2.34301589322382,0.660024329042491,234.2,28.80165,0.908,5.28324889159735,1.50000001490116,32.9532540327668,0.440099538005506
40,41.08481,-75.21462,2,2.06901143340694,3.75335112936345,2.33639033538672,0.622481152138559,334.06,26.46515,0.9933,5.20499563465734,1.50000001490116,36.5670824997405,0.447587579700718
41,40.66176,-75.62685,2,1.75990922716448,3.50320739219713,2.41885085557837,0.690467501571846,180.41,14.8941,0.4915,2.05526000240721,0.82783323943802,32.1286624462733,0.452859000023168
42,39.885,-74.50528,2,0.853261967265614,3.53983709787817,3.05982084873374,0.864395949341242,38.94,2.53456,1.0,4.19626522500114,1.50000001490116,83.3664260427551,0.377516725748854
43,38.90578,-75.51275,2,0.996853103289104,3.32127310061602,2.60261437371663,0.783619502182434,17.97,1.03721,0.3605,2.1008648733162,1.50000001490116,58.6916470907489,0.405855753059644
44,38.22892,-75.47144,2,0.917682275682182,3.24057905544148,2.63029956194387,0.81167578909305,15.46,1.66864,0.867,4.69543317660803,1.50000001490116,53.0273295555939,0.400900001373152
45,38.21389,-75.67139,2,1.25453280055094,3.27441615331964,2.67482754277892,0.816886863958066,10.21,1.47125,0.8888,5.07065859589908,1.50000001490116,42.1116011638315,0.422958037853524
46,38.72833,-75.56186,2,1.30460732632274,3.33903901437372,2.60757013004791,0.780934310387804,13.84,1.09998,0.4165,2.15820157853317,1.50000001490116,38.6826186354798,0.417958797539826
47,38.99719,-75.78581,2,1.2295195699044,3.30507597535934,2.59245613963039,0.784386246778647,18.54,1.41948,0.2319,2.71163850102191,1.50000001490116,33.0029440498544,0.42075642774922
48,42.54118,-75.89964,2,1.90006102772175,3.46229431895962,2.24082006844627,0.647206696488938,482.21,28.76423,0.9804,4.50681500563141,1.17102140889337,25.245625775956,0.460918320231377
49,41.79091,-77.01469,2,1.02918261279843,3.18264339493498,2.26610529774127,0.712019857879042,634.59,29.79686,0.9661,3.95898585044011,1.50000001490116,29.8200211313667,0.456920273159915
50,41.92313,-77.53193,2,1.19837841033994,3.03164134154689,2.26778507871321,0.748038710131879,600.87,37.28156,0.9837,3.9462546631322,1.32633293336997,26.9262503675359,0.458989326622206
51,41.70702,-76.48467,2,1.34774802273946,3.19507871321013,2.2969073100616,0.718889115490327,507.14,40.91626,0.9549,4.31637738507356,1.49993662137042,31.8887735214922,0.453964374813105
52,41.07814,-76.43106,2,1.7784964377676,3.42342778918549,2.36010184804928,0.689397292241646,333.75,32.47937,0.8311,4.66934873983734,1.38953896328207,32.8468965828167,0.452573329638398
53,41.57895,-78.29251,2,1.59920512670015,3.42252840520192,2.26875292265572,0.662887974635193,492.7,45.55723,1.0,5.26609017704681,1.50000001490116,31.0181259929128,0.45481541888706
54,41.4134,-78.19695,2,1.64794461197671,3.39001916495551,2.27667656399726,0.671582210369935,543.37,36.53752,0.9922,5.14140113479666,1.50000001490115,33.9370853608718,0.450639310807043
